PCC_2007,PCC_2008
,100000Z1
,100000Z2
,100000Z3
29541550,28941510
29542110,28942110
29542130,28942130
29542150,28942150
29542170,28942170
29542183,28942180
29542185,28942180
29542230,28942230
29542250,28942250
29542270,28942270
29542330,28942430
29542350,28942450
29543030,28943030
29543050,28943050
29543070,28943070
29544110,28945110
29544130,28945130
29544150,28945150
29544170,28945170
29544210,28945210
29544220,28945220
29544230,28945230
29544250,28945250
29544270,28945270
29544280,28945280
29545000,28944000
29549100,33203600
29549200,33122600
29551113,28951113
29551115,28951115
29551117,28951117
29551133,28951133
29551135,28951135
29551137,28951137
29551143,28951140
29551145,28951140
29551150,28951150
29551160,28951160
29551170,28951170
29551180,28951190
29551230,28951230
29551250,28951250
29551270,28951270
29559100,33203700
29559200,33122700
29561110,28991110
29561130,28991130
29561150,28991150
29561170,28991170
29561190,28991190
29561230,28991200
29561250,28991200
29561330,28991330
29561353,28991390
29561355,28991390
29561357,28991390
29561410,28991410
29561430,28991430
29561450,28991450
29561490,28941530
29561490,28991490
29561499,28232100
29561499,28991490
29561530,28994000
29561550,28994000
29561590,28994000
29562100,28942300
29562230,28993130
29562250,28993150
29562310,28961010
29562330,28961030
29562340,28961040
29562350,28961050
29562360,28961060
29562373,28961073
29562375,28961075
29562382,28961082
29562384,28961084
29562391,28961091
29562393,28961093
29562395,28961095
29562397,28961097
29562413,25735013
29562415,25735015
29562420,25735020
29562430,25735030
29562450,25735050
29562460,25735060
29562470,25735070
29562480,25735080
29562510,28993910
29562520,28993920
29562530,28993930
29562550,28993950
29562563,28993905
29562565,28993915
29562573,28993925
29562575,28993935
29562577,28993940
29562582,28992020
29562584,28411180
29562584,28992040
29562586,28992060
29562588,28993945
29562599,28993955
29562630,28995230
29562650,28962000
29562680,28995280
29562690,28414070
29562690,28492140
29562690,28995100
29569100,33203800
29569100,33203900
29569200,33122800
29569200,33122990
29601330,25401230
29601350,25401250
29601370,25401270
29601390,25401290
29601450,25401300
29601470,25401300
29601530,25401400
29711110,27511110
29711133,27511133
29711135,27511135
29711150,27511150
29711170,27511170
29711200,27511200
29711330,27511300
29711350,27511300
29711370,27511300
29711400,27511400
29711530,27511530
29711550,27511580
29712123,27512123
29712125,27512125
29712125,27512410
29712170,27512170
29712190,27512190
29712230,27512200
29712250,27512200
29712313,27512313
29712315,27512315
29712330,27512330
29712350,27512350
29712373,27512370
29712375,27512370
29712430,27512430
29712450,27512450
29712493,27512490
29712497,27512490
29712530,27512530
29712550,27512550
29712570,27512570
29712630,27512630
29712653,27512650
29712655,27512650
29712657,27512650
29712690,27512690
29712700,27512700
29712810,27512810
29712833,27512833
29712835,27512835
29712850,27512850
29712870,27512870
29712890,27512890
29712900,27512900
29713010,27513010
29713030,27513030
29713050,27513050
29713070,27513070
29721113,27521113
29721115,27521115
29721130,27521190
29721150,27521190
29721170,27521190
29721233,27521233
29721235,27521235
29721253,27521250
29721255,27521250
29721270,27521270
29721300,27521300
29721400,27521400
29722000,27522000
30011100,28231100
30011200,28231100
30011320,28231200
30011320,28231300
30011350,28231300
30011390,28231300
30011430,28232400
30011450,28232400
30012200,28232200
30012330,28232300
30012370,28232300
30012380,28232300
30012400,28232500
30012550,28232600
30019000,33202100
30021200,26201100
30021300,26201300
30021400,26201400
30021500,26201500
30021640,26201640
30021650,26201650
30021670,26201660
30021670,26201700
30021730,26202100
30021755,26202100
30021757,26202100
30021770,26202100
30021790,26202100
30021800,26122000
30021800,26203000
30021950,26204000
30029000,
30029000,33204200
31101010,27111010
31101030,27111030
31101053,27111053
31101055,27111055
31101070,27111070
31101080,27111090
31101093,27111090
31101095,27111090
31102100,27112100
31102230,27112230
31102250,27112250
31102300,27112300
31102403,27112403
31102405,27112405
31102407,27112407
31102530,27112530
31102540,27112540
31102560,27112560
31102590,27112590
31102610,27112610
31102630,27112630
31102650,27112650
31102670,27112670
31103113,27113110
31103115,27113110
31103130,27113130
31103150,27113150
31103173,27113170
31103175,27113170
31103233,27113233
31103235,27113235
31103250,27113250
31103250,28112400
31103270,27113270
31104130,27114120
31104153,27114150
31104155,27114150
31104170,27114180
31104233,27114220
31104235,27114240
31104253,27114260
31104255,27114260
31104330,27114330
31104350,27114380
31105013,27115013
31105015,27115015
31105023,27115023
31105033,27115033
31105035,27115035
31105040,27115040
31105053,27115053
31105055,27115055
31105070,27115070
31105080,27115080
31106100,27116100
31106203,27116203
31106205,27116205
31106207,27116207
31109100,33205020
31109200,33141120
31201010,27121010
31201030,27121020
31201040,27121020
31201053,27121030
31201055,27121030
31201070,27121040
31201090,27121090
31202130,27122130
31202150,27122150
31202170,27122170
31202230,27122230
31202250,27122250
31202330,27122330
31202350,27122350
31202370,27122370
31202433,27122433
31202435,27122435
31202450,27122450
31202500,27331100
31202600,27331200
31202710,27331310
31202730,27331330
31202750,27331350
31202760,27331360
31202770,27331370
31202780,27331380
31203130,27123130
31203150,27123150
31203170,27123170
31203203,27123203
31203205,27123205
31204030,27124030
31204090,27124090
31209100,33205050
31209200,33141150
31301130,27321130
31301150,27321150
31301200,27321200
31301340,27321340
31301380,27321380
31301400,27321400
31301500,27311100
31401111,27201100
31401112,27201100
31401113,27201100
31401115,27201100
31401117,27201100
31401119,27201100
31401123,27201100
31401125,27201100
31401127,27201100
31401133,27201100
31401135,27201100
31401137,27201100
31401151,27201100
31401152,27201100
31401153,27201100
31401155,27201100
31401156,27201100
31401158,27201100
31401173,27201100
31401175,27201100
31401179,27201100
31401200,27201200
31402110,27202100
31402130,27202100
31402150,27202100
31402170,27202100
31402210,27202210
31402230,27202210
31402250,27202250
31402270,27202250
31402310,27202300
31402330,27202300
31402350,27202300
31402370,27202300
31402383,27202300
31402385,27202300
31402430,27202400
31402450,27202400
31402490,27202400
31501100,27401100
31501250,27401250
31501293,27401293
31501295,27401295
31501300,27401300
31501460,27401460
31501493,27401490
31501495,27401490
31501510,27401510
31501530,27401530
31501553,27401550
31501556,27401550
31501559,27401550
31501570,27401570
31502100,27402100
31502200,27402200
31502300,27402300
31502400,27402400
31502530,27402500
31503200,27403200
31503300,27403300
31503430,27403930
31504100,27404100
31504230,27404230
31504250,27404250
31611000,29311000
31612130,29312130
31612150,29312150
31612170,29312170
31612230,29312230
31612250,29312250
31612270,29312270
31612310,29312310
31612330,27403910
31612350,29312350
31612370,29312370
31612430,29313030
31612450,29313080
31621110,27907010
31621130,27907030
31621153,26305020
31621155,29312330
31621157,26305080
31621173,27902020
31621175,27902050
31621190,27902080
31621210,25992995
31621230,23441230
31621250,27904050
31621270,27904060
31621290,27904060
31621330,27904010
31621350,27904030
31621370,28491283
31621380,27901150
31621380,28993960
31621430,27901230
31621450,27901280
31621530,27901330
31621550,27901350
31621570,27901370
31621590,27901390
31621630,27903330
31621650,27903350
31621670,27903370
31621690,27903390
31629100,33205090
31629200,33141900
32101100,27905100
32101230,27905220
32101250,27905220
32101273,27905240
32101275,27905240
32101277,27905240
32101279,27905240
32101300,27905300
32102020,27906080
32102035,27906035
32102037,27906037
32102055,27906055
32102057,27906057
32102070,27906080
32103050,26121020
32103070,26121050
32103090,26121080
32104135,26111100
32104137,26111100
32104139,26111100
32104150,26111100
32104200,26111200
32105125,26112120
32105155,26112150
32105157,26112150
32105170,26112180
32105235,26112220
32105237,26112240
32105250,26112260
32105270,26112280
32106100,26123000
32106203,26113003
32106206,26113006
32106223,26113023
32106226,26113027
32106234,26113034
32106254,26113054
32106265,26113065
32106267,26113067
32106280,26113080
32106291,26113091
32106294,26113094
32107100,27908100
32107200,27908200
32107320,26114040
32107330,26114040
32107350,26114070
32107370,26114090
32201130,26301200
32201160,26301100
32201290,26301300
32202020,26302100
32202020,26302330
32202025,26302200
32202035,26302310
32202045,26302320
32202080,26201800
32202095,26302370
32203040,26304040
32203080,26303000
32209100,33204200
32209200,
32209200,33131900
32301155,26401100
32301159,26401100
32301175,26401100
32301177,26401100
32301179,26401100
32301270,26401270
32301290,26401290
32302020,26402040
32302020,26403420
32302030,26402090
32302045,26403440
32302049,26403460
32302050,26402090
32302060,26402090
32302075,26402020
32302079,26402090
32302083,26403480
32302085,26402090
32303135,26403100
32303139,26403100
32303150,26403100
32303175,26403100
32303179,26403100
32303230,28232300
32303250,26302370
32303275,26403200
32303279,26403200
32303290,26403200
32303335,26403300
32303335,26701300
32303339,26403300
32303350,26403300
32303370,26403300
32304100,26404100
32304235,26404235
32304237,26404237
32304239,26404239
32304270,26404270
32304355,26404355
32304359,26404359
32304370,26404370
32304450,26302340
32304490,26404400
32305130,26114010
32305150,26405150
32305170,26405170
32305180,26405180
32305210,26304010
32305235,26304035
32305239,26304039
32305250,26304050
32305265,26304060
32305275,26304070
32305275,26405200
32305275,26518100
32309100,33204200
32309200,
32309200,33131900
33101115,26601115
33101119,26601119
33101135,26601130
33101139,26601130
33101150,26601150
33101170,26601170
33101210,26601230
33101230,26601280
33101250,26601300
33101330,32501130
33101350,32501150
33101400,32501200
33101511,32501311
33101513,32501313
33101515,32501315
33101517,32501317
33101520,32501320
33101533,32501333
33101535,32501335
33101553,32501353
33101555,32501355
33101563,32501363
33101565,32501365
33101573,32501373
33101579,32501379
33101653,32502130
33101655,32502180
33101690,32995910
33101735,32502235
33101739,32502239
33101753,32502253
33101755,32502255
33101759,32502259
33101790,32502290
33101833,26601433
33101839,26601439
33101850,26601450
33101890,32502300
33102030,32503030
33102050,32503050
33109100,33204100
33109200,33131200
33201130,26511120
33201155,26511150
33201159,26511180
33201215,26511215
33201215,28293960
33201219,26511270
33201219,28293960
33201235,26511235
33201239,26511239
33201253,26511270
33201255,26511270
33201257,26511270
33202030,26512020
33202050,26512050
33202070,26512080
33203150,26513100
33203180,26513100
33203230,26513200
33203253,26513200
33203255,26513200
33203259,26513200
33203310,26513310
33203330,26513330
33203355,28293975
33203359,28293979
33204100,26514100
33204200,26514200
33204310,26514310
33204330,26514330
33204355,26514355
33204359,26514359
33204400,26514400
33204520,26514520
33204530,26514530
33204555,26514555
33204559,26514559
33205115,32501340
33205119,26515110
33205135,26515135
33205139,26515139
33205150,26515150
33205175,26515175
33205179,26515179
33205235,26515235
33205239,26515239
33205255,26515255
33205259,26515259
33205271,26515271
33205274,26515274
33205279,26515279
33205283,26515283
33205289,26515289
33205313,26515313
33205319,26515319
33205320,26515320
33205330,26515330
33205340,26515390
33205350,26515350
33205381,26515381
33205383,26515383
33205385,26515390
33205389,26515390
33206100,26516100
33206210,26516210
33206233,26516230
33206235,26516230
33206239,26516230
33206255,26516255
33206259,26516259
33206330,26516330
33206350,26516350
33206370,26516370
33206430,26516430
33206453,26516453
33206455,26516455
33206470,26516470
33206510,28993970
33206520,26516620
33206530,26516630
33206540,26516630
33206550,26516650
33206570,26516670
33206583,26516683
33206589,26516689
33207015,26517015
33207019,26517019
33207030,26517030
33207050,26516500
33207090,26517090
33208110,26518600
33208120,26518200
33208130,26518200
33208141,26518600
33208143,26518200
33208145,26518200
33208147,26518200
33208150,26518200
33208170,26518520
33208190,26518200
33208200,26518300
33208333,26518433
33208335,26518435
33208350,26518450
33208400,26518550
33209100,33203900
33209100,33204100
33209100,33204200
33209200,33122990
33209200,33131110
33209200,33131900
33301000,33206000
33401130,32504130
33401153,32504153
33401155,32504155
33401159,32504159
33401170,32504170
33401250,32504250
33401290,32504290
33401350,32504350
33401390,32504390
33401400,32504400
33402115,27311200
33402119,27311200
33402130,26702180
33402153,26702153
33402155,26702155
33402170,26702170
33402190,26702180
33402230,26702230
33402250,26702250
33402273,26702270
33402275,26702270
33402279,26702270
33402310,26702310
33402330,26702330
33402355,26702390
33402359,26702390
33402410,26702410
33402430,26702430
33402450,26702500
33403100,26701100
33403230,26701250
33403270,26701250
33403310,26701400
33403335,26701400
33403339,26701400
33403350,26701400
33403390,26701400
33403430,26701530
33403450,26701550
33403530,26701600
33403550,26701600
33403590,26701600
33403615,26701700
33403619,26701700
33403619,27403100
33403630,26701700
33403650,26701700
33403670,26701700
33403690,26701700
33403700,26701800
33403813,26701900
33403815,26701900
33403833,26701900
33403835,26701900
33403850,26701900
33403870,26701900
33409200,33131300
33501113,26521100
33501119,26521100
33501130,26521100
33501150,26521100
33501213,26521200
33501215,26521200
33501217,26521200
33501230,26521200
33501250,26521200
33501300,26521300
33501413,26521400
33501419,26521400
33501433,26521400
33501439,26521400
33501443,26521400
33501450,26521400
33501460,26521400
33501475,26521400
33501479,26521400
33502133,26522100
33502135,26522100
33502137,26522100
33502150,26522100
33502235,26522200
33502239,26522200
33502290,26522200
33502330,26522300
33502350,26522300
33502370,26522300
33502400,26522400
33502500,26522500
33502613,26522600
33502615,26522600
33502619,26522600
33502630,26522600
33502654,26522600
33502657,26522600
33502700,32121400
33502700,32131000
33502810,26522700
33502830,26522700
33502850,26522700
33502870,26522700
33502910,26522810
33502930,26522830
33502950,26522850
33502970,26522870
33509100,33207000
33509200,33131120
34101130,29101100
34101130,30913100
34101130,399900Z1
34101150,29101100
34101150,30913100
34101150,399900Z1
34101200,29101200
34101200,30913200
34101200,399900Z2
34101300,29101300
34102133,29102100
34102136,29102100
34102230,29102230
34102250,29102250
34102310,29102310
34102330,29102330
34102340,29102340
34102353,29102353
34102355,29102355
34102430,29102400
34102490,29102400
34103033,29103000
34103035,29103000
34103053,29103000
34103055,29103000
34103059,29103000
34104110,29104110
34104130,29104130
34104140,29104140
34104230,29104200
34104250,29104200
34104290,29104200
34104400,29104300
34104500,29104400
34105100,28922900
34105200,29105100
34105300,29105200
34105410,29105990
34105430,29105930
34105450,29105950
34105490,29105990
34201030,29201030
34201050,29201050
34202100,29202100
34202230,29202210
34202293,29202210
34202295,29202230
34202297,29202250
34202300,29202300
34203030,29203030
34203050,29203050
34203070,29203070
34203090,29203090
34301100,28114100
34301200,28114200
34302010,29323010
34302020,29323020
34302033,29323033
34302036,29323036
34302040,29323040
34302050,29323050
34302061,29323061
34302063,29323063
34302065,29323065
34302067,29323067
34302080,29322050
34302090,29323090
34303030,29322030
34303090,29322090
35112130,30112130
35112130,30112150
35112190,30112130
35112190,30112150
35112230,30112210
35112230,30112230
35112230,30112250
35112230,30112270
35112290,30112210
35112290,30112230
35112290,30112250
35112290,30112270
35112330,30112300
35112390,30112300
35112470,30112410
35112470,30112430
35112470,30112450
35112470,30112470
35112470,30112490
35112480,30112410
35112480,30112430
35112480,30112450
35112480,30112470
35112480,30112490
35112490,30112410
35112490,30112430
35112490,30112450
35112490,30112470
35112490,30112490
35113130,30113130
35113130,30113150
35113190,30113130
35113190,30113150
35113230,30113200
35113250,30113200
35113290,30113200
35113330,30113330
35113350,30113350
35113370,30113330
35113370,30113350
35113393,30113350
35113393,30114030
35113395,30113350
35114000,30114050
35115000,30115000
35119100,33151010
35119200,30119100
35119350,30119200
35121130,30121100
35121151,30121100
35121157,30121100
35121234,30121200
35121237,30121200
35121330,30121930
35121355,30121930
35121357,30121930
35121393,30121970
35121395,30121970
35121397,30121970
35129000,33151030
35201100,30201100
35201200,30201200
35201330,30201300
35201390,30201300
35202030,30202000
35202090,30202000
35203100,30203100
35203200,30203200
35203330,30203300
35203350,30203300
35204030,30204030
35204055,30204070
35204058,30204070
35204059,30204050
35209100,33171100
35209200,30209100
35301100,30301100
35301210,30301200
35301230,30301200
35301250,30301200
35301270,30301200
35301300,30301300
35301430,28993965
35301450,30301400
35301500,30301500
35301600,30301600
35302250,30302000
35303130,30303100
35303150,30303100
35303200,30303200
35303300,30303300
35303400,30303400
35304000,30304000
35305030,30305030
35305050,30305050
35305090,30305090
35309100,33161000
35309230,30306030
35309250,30306050
35309270,30306070
35411100,30911100
35411213,30911200
35411215,30911200
35411230,30911200
35411250,30911200
35411270,30911200
35411300,30911300
35412030,30912030
35412090,30912090
35421030,30921030
35421050,30921050
35422013,30923010
35422015,30923010
35422019,30923030
35422023,30923090
35422025,30923090
35422027,30923090
35422033,30923090
35422039,30923090
35422040,30923090
35422053,30923090
35422055,30923090
35422063,30923090
35422065,30923090
35422067,30923090
35431130,30922030
35431190,30922090
35431200,30923070
35501000,30991000
36111110,30305010
36111130,29321000
36111155,31001155
36111159,31001159
36111170,31001170
36111190,31001190
36111210,31001210
36111230,31001230
36111250,31001250
36111290,31001290
36111300,31001300
36111410,31001400
36111430,30305010
36111430,31001400
36121110,31011110
36121130,31011140
36121150,31011140
36121173,31011170
36121175,31011170
36121190,31011170
36121230,31011200
36121250,31011200
36121270,31011200
36121290,31011200
36121300,31011300
36131050,31021000
36131090,31021000
36141100,31091100
36141230,31091230
36141250,31091250
36141300,31091300
36141430,31091430
36141450,31091450
36141530,31002030
36141550,31002050
36141590,31002090
36151100,31031100
36151230,31031230
36151250,31031250
36151270,31031270
36151290,31031290
36211000,32111000
36221110,32121100
36221130,32121100
36221150,32121100
36221170,32121100
36221230,32121200
36221250,32121200
36221330,32121330
36221351,32121351
36221353,32121353
36221355,32121355
36221430,32121400
36221450,32121400
36221470,24413070
36301110,32201110
36301130,32201130
36301150,32201150
36301235,32201200
36301239,32201200
36301250,32201200
36301290,32201200
36301310,32201310
36301330,32201340
36301350,32201340
36301410,32201370
36301440,32201370
36301510,32201400
36301533,32201400
36301537,32201400
36301540,32201400
36301550,32201400
36301590,32201400
36301630,32201510
36301650,32201530
36301730,32201600
36301750,32201600
36301813,32202000
36301817,32202000
36301830,32202000
36301891,32202000
36301897,32202000
36309200,
36401133,32301131
36401135,32301131
36401137,32301137
36401153,32301150
36401155,32301150
36401157,32301150
36401200,32301300
36401300,32301400
36401410,32301510
36401430,32301530
36401450,32301550
36401463,32301560
36401465,32301560
36401480,32301580
36401490,32301590
36401530,32301600
36401550,32301600
36501100,32401100
36501230,32401200
36501250,32401200
36501300,32401300
36502020,32402000
36502095,32402000
36502097,32402000
36503100,32403100
36503250,32403200
36503290,32403200
36503310,32403920
36503330,32403920
36503343,32403920
36503349,32403920
36503350,32403920
36503363,32403940
36503373,32403960
36503390,32403990
36504100,32404100
36504200,26406000
36504310,32404210
36504330,32404230
36504355,32404250
36504359,28993975
36611030,32131000
36611050,32131000
36611090,32131000
36621110,32911110
36621130,32911130
36621150,32911150
36621190,32911190
36621210,32911210
36621235,32911235
36621237,32911237
36621250,32911250
36621270,32911270
36621330,32911930
36621350,32911950
36621370,32911970
36631000,28993200
36632113,32991210
36632115,32991210
36632117,32991210
36632119,32991210
36632130,32991230
36632150,32991250
36632230,32991330
36632255,32991350
36632259,32991350
36632310,32991410
36632335,32991430
36632339,32991430
36632353,32991450
36632355,32991450
36632410,32991510
36632430,32991530
36632450,32991550
36632510,32991610
36632530,32991630
36632550,32991650
36632570,32991670
36633130,32992130
36633150,32992150
36633200,16291490
36633200,32992200
36633333,32992300
36633335,32992300
36633337,32992300
36633339,32992300
36633350,32992300
36633430,32992430
36633450,32992450
36634000,22231500
36635030,32993000
36635050,32993000
36636110,32994110
36636140,32994130
36636170,16291180
36636210,32994210
36636230,32994230
36636300,20512000
36636400,32994300
36637130,32995130
36637150,32995150
36637230,30924030
36637250,30924050
36637315,22292910
36637319,32995220
36637330,32995250
36637350,32995280
36637370,13991900
36637400,32995300
36637500,32995400
36637650,32995500
36637690,32995500
36637710,32995920
36637720,10125000
36637730,32995930
36637740,32995940
36637750,32995950
36637770,32995960
36637790,32995970
399900Z0,399900Z0
