PCC_2007,PCC_2008
,100000Z1
,100000Z2
,100000Z3
24421360,21201360
24421380,21201380
24422120,21202120
24422140,21202140
24422160,21202160
24422200,21202200
24422320,21202320
24422340,21202340
24422360,32505010
24422370,32505020
24422410,21202420
24422430,21202440
24422450,21202430
24422450,32505030
24422470,21202460
24511050,20411000
24511070,20142360
24512020,20412020
24512030,20412030
24512050,20412050
24512090,20412090
24513120,20421915
24513150,20413120
24513173,20413150
24513179,20413180
24513183,20421930
24513240,20413240
24513250,20413250
24513260,20413260
24513270,20413270
24514100,20414100
24514270,20414270
24514280,20414280
24514330,20414330
24514350,20414350
24514370,20414370
24514383,20414383
24514389,20414389
24514400,20414400
24521150,20421150
24521170,20421170
24521250,20421250
24521270,20421270
24521300,20421300
24521400,20421400
24521500,20421500
24521630,20421630
24521650,20421650
24521670,20421670
24521700,20421700
24521850,20421850
24521890,20421890
24521930,20421945
24521950,20421960
24521970,20421975
24521990,20421990
24611130,20511130
24611150,20511150
24611250,20511250
24611270,20511270
24611300,20511300
24611400,20511400
24621013,20521020
24621015,20596020
24621020,20596050
24621030,20596080
24621050,20521040
24621060,20521060
24621095,20521080
24631020,20531020
24631030,20531030
24631050,20531050
24631075,20531075
24631079,20531079
24641130,20591130
24641150,20591150
24641170,20591170
24641200,20591200
24651000,26202200
24651000,26801100
24651000,26801200
24651000,26801300
24651000,26801400
24661000,20592000
24662000,20593000
24663155,20594155
24663157,20594157
24663175,20594175
24663179,20594179
24663255,20594250
24663259,20594250
24663270,20594270
24663290,20594290
24663330,20594330
24663350,20594350
24664100,20595100
24664210,20595210
24664230,20595230
24664250,20595250
24664270,20595270
24664350,20595300
24664370,20595300
24664400,20595400
24664552,20595550
24664553,20595550
24664555,20595550
24664557,20595550
24664570,20595570
24664580,20595580
24664590,20595590
24664620,20595620
24664630,20595630
24664640,20595640
24664650,20595650
24664660,20595660
24664670,20595670
24664720,20595720
24664730,20595730
24664740,20595740
24664750,20595750
24664770,20595770
24664813,20595910
24664815,20595910
24664817,20595910
24664823,20595920
24664825,
24664827,20595920
24664830,20595930
24664840,20595940
24664853,20595953
24664857,20595957
24664863,20595963
24664865,20595965
24664867,20595967
24664871,20595971
24664875,20595975
24664898,20595990
24701195,20601150
24701197,20601110
24701197,20601120
24701197,20601130
24701197,20601140
24701197,20601190
24701240,20601220
24701240,20601240
24701240,20601260
24701313,20601310
24701313,20601320
24701315,20601330
24701323,20601340
24701325,20601390
24701330,20601310
24701350,20601330
24701370,20601340
24701390,20601350
24701390,20601390
24701400,20601420
24701400,20601440
24702100,20602120
24702100,20602140
24702100,20602190
24702200,20602200
24702390,20602320
24702390,20602340
24702390,20602390
24702400,20602400
24703050,
24703070,
25111100,22111100
25111235,22111200
25111237,22111200
25111260,22111200
25111355,22111355
25111357,22111357
25111370,22111370
25111404,22111400
25111406,22111400
25111408,22111400
25111410,22111400
25111530,22111530
25111550,22111550
25111573,22111570
25111575,22111570
25111578,22111570
25111600,22111600
25121030,22112030
25121050,22112050
25121090,22112090
25131000,22191000
25132013,22192013
25132015,22192019
25132019,22192019
25132030,22192030
25132050,22192050
25132070,22192070
25132083,22192083
25132085,22192085
25132087,22192087
25133030,22193030
25133055,22193055
25133057,22193057
25133059,22193059
25133070,22193070
25134030,22194030
25134050,22194050
25134075,22194070
25134079,22194090
25135050,22195050
25135070,22195070
25136030,22196000
25136055,22196000
25136059,22196000
25136070,22196000
25137150,22197120
25137170,22197150
25137190,22197180
25137200,22197200
25137310,22197310
25137321,22197321
25137323,22197323
25137325,22197330
25137327,22197330
25137343,22197343
25137345,22197345
25137347,22197347
25137349,22197349
25137360,22197360
25137379,22197379
25211050,22211050
25211070,22211070
25211090,22211090
25212130,22212130
25212153,22212153
25212155,22212155
25212157,22212157
25212170,22212170
25212220,22212920
25212235,22212935
25212237,22212937
25212250,22212950
25212270,22212970
25213010,22213010
25213017,22213017
25213021,22213021
25213023,22213023
25213025,22213025
25213027,22213025
25213029,22213029
25213030,22213030
25213035,22213035
25213036,22213036
25213037,22213037
25213038,22213038
25213053,22213053
25213059,22213059
25213061,22213061
25213063,22213063
25213065,22213065
25213067,22213067
25213069,22213069
25213070,22213070
25213073,22213070
25213074,22213070
25213076,22213070
25213077,22213070
25213079,22213070
25213081,22213086
25213082,22213082
25213083,22213086
25213084,22213086
25213086,22213086
25213087,22213086
25213090,22213090
25214120,22214120
25214130,22214130
25214150,22214150
25214170,22214170
25214180,22214180
25214230,22214230
25214250,22214250
25214275,22214275
25214279,22214279
25214280,22214280
25221100,22221100
25221200,22221200
25221300,22221300
25221450,22221450
25221470,22221470
25221521,22221910
25221523,22221910
25221525,22221920
25221527,22221930
25221528,22221940
25221540,22221990
25231155,22231155
25231159,22231159
25231190,22231190
25231250,22231250
25231270,22231270
25231290,22231290
25231300,22231300
25231450,22231450
25231470,22231470
25231550,22231950
25231590,22231990
25231590,27331410
25232000,22232000
25241000,22291000
25242130,22292130
25242155,22292150
25242159,22292150
25242175,22292170
25242179,22292170
25242190,22292190
25242230,22292230
25242255,22292250
25242259,22292250
25242270,22292270
25242290,22292290
25242320,22292320
25242330,22292350
25242350,22292350
25242370,22292390
25242400,22292400
25242550,32991150
25242590,32991190
25242600,27331430
25242700,22292500
25242820,22292610
25242830,22292620
25242840,22292630
25242850,22292950
25242870,22292990
25249010,22299110
25249025,22299125
25249027,22299127
25249030,22299130
25249040,22299140
25249050,22299150
25249060,22299160
25249080,22299180
25249093,22299193
25249097,22299197
26111113,23111110
26111115,23111110
26111130,23111130
26111150,23111130
26111175,23111150
26111179,23111150
26111212,23111212
26111214,23111214
26111217,23111217
26111230,23111230
26111280,23111290
26121150,23121150
26121190,23121190
26121215,23121210
26121219,23121210
26121230,23121230
26121253,23121250
26121255,23121250
26121270,23121270
26121330,23121330
26121350,23121350
26121390,23121390
26131110,23131110
26131116,23131120
26131122,23131130
26131128,23131140
26131134,23131150
26131140,23131160
26131146,23131170
26131152,23131180
26131220,23131220
26131240,23131240
26131260,23131260
26131280,23131290
26131310,23131310
26131330,23131330
26131350,23131350
26131360,23131360
26131390,23131390
26131400,23131400
26141110,23141110
26141130,23141130
26141150,23141150
26141170,23141170
26141210,23141210
26141230,23141230
26141250,23141250
26141293,23141293
26141295,23141295
26141299,23141299
26151110,
26151110,23191110
26151130,23191130
26151150,23191150
26151200,23191200
26152100,23192100
26152200,23192200
26152330,23192330
26152350,23192350
26152400,23192400
26152500,23192500
26152630,23192640
26152650,23192640
26152670,23192670
26152690,23192690
26211130,23411130
26211150,23411150
26211210,23411210
26211230,23411230
26211250,23411250
26211290,23411290
26211330,23411330
26211350,23411350
26221030,23421030
26221050,23421050
26231033,23431033
26231035,23431035
26231039,23431039
26231053,23431053
26231055,23431055
26241100,23441100
26241200,23441210
26251100,23491100
26251230,23491230
26251255,23491255
26251259,23491259
26261100,23201100
26261210,23201210
26261233,23201233
26261235,23201235
26261237,23201237
26261290,23201290
26261300,23201300
26261410,23201410
26261430,23201430
26261455,23201455
26261459,23201459
26261490,23201490
26301010,23311010
26301020,23311020
26301030,23311030
26301053,23311053
26301055,23311057
26301059,23311057
26301071,23311071
26301073,23311073
26301075,23311075
26301079,23311079
26401110,23321110
26401130,23321130
26401250,23321250
26401270,23321270
26401300,23321300
26511100,23511100
26511210,23511210
26511230,23511210
26511250,23511290
26511290,23511290
26521033,23521033
26521035,23521035
26521050,23521050
26531000,23522000
266013Z1,236919Z0
26611130,23611130
26611150,23611150
26611200,23611200
26611300,23691930
26612000,23612000
26621050,23621050
26621090,23621090
26631000,23631000
26641000,23641000
26651100,23651100
26651220,23651220
26651240,23651240
26651260,23651260
26651280,23651280
26661100,23691100
26661200,23691980
26701100,23701100
26701210,23701210
26701230,23701230
26701260,23701260
26701270,23701270
26701290,23701280
26811110,23911110
26811120,23911120
26811130,23911130
26811140,23911140
26811150,23911150
26811160,23911190
26811170,23911190
26811180,23911190
26811230,23911230
26811250,23911250
26811290,23911290
26821150,23991100
26821190,23991100
26821253,23991253
26821259,23991259
26821290,23991290
26821300,23991310
26821400,23991400
26821500,23991500
26821610,23991910
26821620,23991920
26821630,23991930
26821650,23991950
26821670,23991970
26821680,23991980
26821690,23991990
27101100,24101100
27101100,24101300
27101250,24101410
27101310,
27101320,
27101320,24101420
27102010,24101215
27102020,24101230
27102030,24101245
27102040,24101260
27102050,24101275
27102090,24101290
27103110,24102110
27103121,24102121
27103122,24102122
271031Z0,241021Z0
27103210,24102210
27103221,24102221
27103222,24102222
271032Z0,241022Z0
27103310,24102310
27103321,24102321
27103322,24102322
271033Z0,241023Z0
27104111,24103310
27104112,24103320
27104121,24103410
27104122,24103420
27104130,24103330
27104140,24103340
27104150,24104200
271041Z5,241033Z0
271041Z6,241034Z0
27104200,24106300
27104310,24106410
27104320,24106430
27104320,24107200
27104330,24106450
27105000,24103520
27105000,24105500
27105000,24106510
27105000,24106610
27106020,24103110
27106020,24103510
27106020,24105330
27106020,24321030
27106020,24321040
27106030,24103230
27106030,24103600
27106030,24105430
27106030,24321050
27106040,24103130
27106040,24103540
27106050,24103150
27106050,24103210
27106050,24103530
27106050,24103550
27106050,24105150
27107111,24104110
27107111,24104300
27107112,24104130
27107120,24104150
27107120,24105330
27107130,24105310
271071Z0,241041Z0
27107210,24105110
27107220,24105130
27107220,24105230
27107230,24105120
27107230,24105210
27107240,24105140
27108110,24106110
27108120,24106120
27108130,24106130
27108140,24106140
27108190,24106190
27108210,24106550
27108290,24106530
27108290,24106570
27108310,24106210
27108320,24106230
27108330,24106630
27108340,24106640
27108350,24107140
27108350,24107300
27108350,24331150
27108361,24106700
27108364,24106250
27108367,24106620
27108367,24106650
27109110,24107110
27109120,24107120
27109130,24107130
27109210,24107410
27109220,24107420
27109230,24107500
2710T110,2410T110
2710T121,2410T121
2710T122,2410T122
2710T131,2410T131
2710T132,2410T132
2710T141,2410T141
2710T142,2410T142
2710T211,2410T211
2710T212,2410T212
2710T221,2410T221
2710T222,2410T222
2710T231,2410T231
2710T241,2410T241
2710T242,2410T242
2710T243,2410T243
2710T244,2410T244
2710T251,2410T251
2710T252,2410T252
2710T260,2410T260
2710T310,2410T310
2710T320,2410T320
2710T330,2410T330
2710T340,2410T340
2710T350,2410T350
2710T360,2410T360
27211000,24512000
27212033,24513030
27212035,24513030
27212050,24513050
27212070,24523000
27221010,24201110
27221010,24201210
27221010,24201310
27221021,24201330
27221021,24201350
27221023,24201350
27221041,24201150
27221041,24201250
27221041,24201370
27221043,24201150
27221043,24201250
27221043,24201370
27221045,24201150
27221045,24201250
27221045,24201370
27221050,24201400
27221061,24202110
27221061,24202200
27221061,24202300
27221065,24202150
27221065,24202300
27221065,24202400
27221070,24203310
27221081,24203340
27221086,24203340
27221092,24203110
27221092,24203150
27221092,24203210
27221092,24203250
27221092,24203340
27221092,24203370
27221092,24203500
27221094,24203410
27221094,24203430
27221096,24203410
27221096,24203450
27221098,24203410
27221098,24203470
27222010,24204010
27222030,24204030
27222050,24204050
27222073,24204073
27222075,24204075
27311013,24311010
27311015,24311020
27311030,24311030
27311050,24311040
27311080,24311050
27312010,24311060
27312020,24312010
27312030,24312010
27312053,24312020
27312055,24312030
27312057,24312040
27312070,24106660
27313030,24106470
27313030,24107200
27313030,24313000
27313050,24312050
27321011,24321011
27321012,24321012
27321014,24321014
27321016,24321016
27321018,24321018
27321022,24321022
27321024,24105430
27321024,24321025
27321026,24105410
27321028,24321028
273210Z5,243210Z1
273210Z6,243210Z2
27322012,24322010
27322014,24322020
27322016,24322020
27322018,24322030
27322022,24322040
27322024,24322050
27322026,24322060
273220Z1,243220Z1
273220Z2,243220Z2
27331130,24331110
27331150,24332000
27331170,24331130
27331200,24331200
27341130,24341130
27341150,24341150
27341170,24341170
27341230,24341200
27341250,24341300
27411030,24411030
27411050,24411050
27412030,24412030
27412050,24412050
27412070,24412070
27413030,24413030
27413050,24413050
27414000,24414000
27415030,24415030
27415050,24415050
27421130,24421130
27421153,24421153
27421155,24421155
27421200,24421200
27422100,24422100
27422230,24422230
27422250,24422250
27422330,24422330
27422350,24422350
27422430,24422430
27422450,24422450
27422500,24422500
27422630,24422630
27422650,24422650
27422670,24422670
27431130,24431130
27431150,24431150
27431190,24431190
27431230,24431230
27431250,24431250
27431330,24431330
27431350,24431350
27432100,25992976
27432200,24432100
27432300,25992975
27432400,24432200
27432530,24432300
27432550,24432300
27432600,25992971
27432700,24432400
27432830,25992963
27432860,25992963
27432900,25992963
27441100,24441100
27441200,24441200
27441330,24441330
27441350,24441370
27441370,24441370
27442100,24442100
27442200,24442200
27442330,24442330
27442350,24442350
27442370,24442370
27442400,24442400
27442500,24442500
27442630,24442630
27442650,24442650
27451100,24451200
27451230,24451100
27451250,24451100
27452100,24452100
27452200,24452200
27452300,24452300
27452430,24452400
27452450,24452400
27453013,
27453013,24453013
27453015,24453013
27453017,
27453017,24453017
27453023,
27453023,24453023
27453025,
27453025,24453025
27453027,
27453027,24453027
27453033,24453030
27453035,
27453035,24453030
27453037,24453030
27453043,
27453043,24453043
27453045,
27453045,24453047
27453047,
27453047,24453047
27453053,24453057
27453055,
27453055,24453055
27453057,24453057
27511110,24511110
27511130,24511110
27511140,24511110
27511150,24511110
27511190,24511190
27511210,24511210
27511220,24511220
27511230,24511220
27511240,24511240
27511250,24511250
27511290,24511290
27511310,24511310
27511320,24511320
27511330,24511320
27511340,24511340
27511350,24511350
27511390,24511390
27521010,24521010
27521030,24521030
27521040,24521040
27521050,24521050
27521090,24521090
27531010,24531010
27531020,24531020
27531030,24531020
27531040,24531040
27531050,24531050
27531090,24531090
27541010,24541010
27541020,24541020
27541030,24541020
27541040,24541040
27541050,24541050
27541090,24541090
28111030,25111030
28111050,25111050
28112100,25112100
28112200,25112200
28112310,25112310
28112330,25112330
28112340,24333000
28112350,25112350
28112360,25112360
28112370,25112370
28119100,
28121030,25121030
28121050,25121050
28211110,25291110
28211120,25291120
28211130,25291130
28211150,25291150
28211170,25291170
28211230,25291200
28211250,25291200
28219200,33111200
28221130,25211100
28221150,25211100
28221200,25211200
28221300,25211300
28229200,33111900
28301110,25301110
28301130,25301110
28301150,25301150
28301170,25301170
28301230,25301230
28301250,25301250
28301330,25301330
28301350,25301350
28302100,25302100
28302200,25302200
28309100,33201100
28309200,33111300
28401133,25501134
28401135,25501134
28401137,25501137
28401151,25501151
28401152,25501152
28401153,25501153
28401154,25501154
28401156,25501156
28401157,25501157
28401158,25501158
28401210,25501210
28401223,25501220
28401225,25501220
28401230,25501230
28401240,25501240
28401250,25501250
28401260,25501260
28401270,25501270
28401280,25501280
28401290,25501290
28401310,25501310
28401320,25501320
28401330,25501330
28401340,25501340
28401350,25501350
28401370,25501370
28402010,25502020
28402020,25502020
28402030,25502020
28402040,25502020
28402050,25502020
28402070,25502020
28402080,25502080
28511130,25611130
28511150,25611150
28511170,25611170
28511190,25611190
28511230,25611230
28511250,25611250
28512100,25612100
28512230,25612230
28512250,25612250
28512270,25612270
28512290,25612290
28521001,25621001
28521003,25621003
28521005,25621005
28521007,25621007
28521009,25621009
28521011,25621011
28521013,25621013
28522000,25622000
28611113,25711115
28611119,25711130
28611120,25711145
28611130,25711160
28611150,25711175
28611170,25711190
28611240,25711230
28611250,25711280
28611330,25711330
28611350,25711350
28611370,25711370
28611440,25711430
28611470,25711480
28621010,25731010
28621020,25731020
28621030,25731030
28621040,25731040
28621050,25731050
28621060,25731060
28621070,25731070
28622010,25732010
28622020,25732020
28622030,25732030
28622050,25732050
28622091,25732099
28622093,25732093
28622095,25732095
28622099,25732099
28623013,25733013
28623015,25733015
28623017,25733017
28623023,25733023
28623025,25733025
28623033,25733033
28623035,25733035
28623037,25733037
28623053,25733053
28623055,25733055
28623057,25733057
28623063,25733063
28623065,25733065
28623073,25733073
28623077,25733077
28623083,25733083
28623085,25733085
28623087,25733087
28624014,25734014
28624016,25734016
28624019,25734019
28624023,25734023
28624025,25734025
28624027,25734027
28624031,25734031
28624033,25734033
28624035,25734035
28624037,25734037
28624044,25734044
28624045,25734045
28624048,25734048
28624050,25734050
28624061,25734061
28624065,25734065
28624067,25734067
28624069,25734069
28624071,25734071
28624074,25734074
28624079,25734079
28624081,25734081
28624083,25734083
28624085,25734085
28624087,25734087
28624089,25734089
28625013,25736013
28625015,25736018
28625017,25736018
28625023,25736023
28625024,25736024
28625033,25736033
28625039,25736039
28625043,25736043
28625045,25736045
28625053,25736053
28625055,25736055
28625063,25736063
28625065,25736065
28625067,25736067
28625090,25736090
28631130,25721130
28631150,25721150
28631170,25721170
28631230,25721230
28631250,25721250
28631270,25721270
28631330,25721330
28631350,25721350
28631370,25721370
28631410,25721410
28631420,25721420
28631430,25721430
28631440,25721440
28631450,25721450
28631460,25721460
28631470,25721470
28711100,25911100
28711200,25911200
28721133,25921133
28721135,25921135
28721150,25921150
28721210,25921210
28721230,25921230
28721250,25921250
28721260,25921260
28721280,25921280
28721330,25921330
28721350,25921350
28721370,25921370
28731130,25931130
28731150,25931150
28731230,25931230
28731250,25931250
28731270,25931270
28731313,25931313
28731315,25931315
28731320,25931320
28731330,25931330
28731343,25931343
28731345,25931345
28731350,25931350
28731360,25931360
28731410,25931410
28731420,25931480
28731430,25931480
28731440,25931480
28731450,25931480
28731460,25931480
28731470,25931480
28731480,25931480
28731510,25931510
28731530,25931530
28731550,25931550
28731570,25931570
28731600,25931800
28741113,25941113
28741115,25941115
28741117,25941117
28741123,25941123
28741125,25941125
28741127,25941127
28741129,25941129
28741131,25941131
28741133,25941133
28741135,25941135
28741139,25941139
28741153,25941153
28741155,25941153
28741157,25941157
28741173,25941173
28741175,25941175
28741183,25941183
28741185,25941185
28741187,25941187
28741190,25941190
28741210,25941210
28741230,25941230
28741250,25941250
28741270,25941270
28741310,25941310
28741320,25941310
28741340,25941340
28741370,25941370
28741413,25931613
28741415,25931615
28741417,25931617
28741431,25931631
28741433,25931633
28741435,25931635
28741437,25931637
28741453,25931653
28741455,25931655
28741460,25931660
28741480,25931680
28742010,25931710
28742023,25931723
28742025,25931725
28742030,25931730
28742050,25931750
28742070,25931770
28742080,25931780
28751110,25991110
28751127,25991127
28751131,25991131
28751135,25991135
28751137,25991137
28751217,25991217
28751223,25991223
28751229,25991229
28751237,25991237
28751243,25991243
28751249,25991249
28751253,25991253
28751255,25991255
28751257,25991257
28751270,25991270
28751280,25991280
28752130,25992130
28752150,25992150
28752170,25992170
28752200,25992200
28752330,25992330
28752350,25992350
28752370,25992370
28752400,25992400
28752530,25992530
28752550,25992550
28752570,25992570
28752600,25992600
28752711,25992911
28752713,25992913
28752719,25992919
28752722,25992922
28752725,25992925
28752727,25992927
28752731,25992931
28752733,25992933
28752735,25992935
28752737,25992937
28752741,25992941
28752743,25992949
28752745,25992949
28752749,25992949
28752752,25992955
28752753,25992955
28752755,25992955
28752758,25992958
28752763,25992977
28752765,25992973
28752766,25992967
28752769,25992979
28752781,25721480
28752782,25992982
28752783,25992983
28752785,25992985
28752787,25992987
28753000,25711500
29111100,28111100
29111230,28111200
29111250,28111200
29111311,28111311
29111313,28111311
29111315,28111315
29111317,28111315
29111319,28111319
29111320,28111320
29111331,28111331
29111333,28111333
29111335,28111335
29111337,28111337
29111353,28111353
29111355,28111355
29111357,28111357
29111373,28111373
29111375,28111375
29112130,28112130
29112150,28112150
29112200,28112200
29112300,28112300
29113100,28113100
29113200,28113200
29113300,28113300
29119100,33202910
29119200,33121100
29121133,28121630
29121135,28121130
29121150,28121180
29121233,28121680
29121235,28121200
29121237,28121200
29121250,28121200
29122110,28131105
29122130,28131125
29122150,28131145
29122170,28131165
29122190,28131185
29122210,28121530
29122230,28131220
29122250,28121320
29122270,28131250
29122290,28131280
29122310,28121580
29122333,28121350
29122335,28131320
29122353,28121380
29122355,28131340
29122373,28131360
29122375,28131380
29122413,28131413
29122415,28131415
29122417,28131417
29122420,28131420
29122430,28131430
29122451,28131451
29122453,28131453
29122455,28131455
29122460,28131460
29122471,28131471
29122475,28131475
29122480,28131480
29123130,28132190
29123150,28132170
29123170,28132170
29123200,28132200
29123333,28132300
29123335,28132300
29123337,28132300
29123430,28132400
29123450,28132400
29123530,28132530
29123550,28132550
29123630,28132630
29123650,28132650
29123670,28132670
29123690,28132690
29123730,28132730
29123753,28132753
29123755,28132755
29123800,28132800
29124130,28122000
29124150,28122000
29124170,28122000
29124200,28133100
29124300,28133200
29129100,33202920
29129200,33121210
29131134,28121420
29131135,28141120
29131139,28141140
29131153,28121450
29131155,28121480
29131172,28141160
29131176,28141170
29131176,28141180
29131233,28141233
29131235,28141235
29131253,28141253
29131255,28141255
29131313,28141313
29131315,28141315
29131333,28141333
29131335,28141335
29131337,28141337
29131353,28141353
29131355,28141355
29131357,28141357
29131373,28141373
29131375,28141375
29131377,28141377
29131380,28141380
29132000,28142000
29139200,33121220
29141030,28151030
29141053,28151053
29141055,28151055
29141057,28151057
29141070,28151070
29141090,28151090
29142130,28152130
29142153,28152150
29142155,28152170
29142230,28152230
29142253,28152250
29142255,28152270
29142330,28152330
29142350,28152350
29142432,28152432
29142433,28152433
29142434,28152434
29142440,28152440
29142450,28152450
29142473,28152473
29142475,28152475
29142500,28152500
29142630,28152600
29143130,28153130
29143150,28153150
29143200,28153200
29143330,28153930
29143350,28153950
29211130,28211130
29211150,28211150
29211170,28211170
29211230,28211230
29211250,28211270
29211290,28211270
29211330,28211330
29211351,28211351
29211353,28211353
29211355,28211355
29211357,28211357
29211430,28211430
29211450,28211450
29211470,28211470
29219100,33202930
29219200,33121400
29221130,28221130
29221150,28221170
29221170,28221170
29221253,28221250
29221255,28221250
29221270,28221270
29221330,28221330
29221350,28221350
29221370,28221370
29221420,28221420
29221433,28221433
29221435,28221435
29221443,28221440
29221445,28221440
29221450,28221450
29221460,28221460
29221470,28221470
29221513,28221513
29221515,28221515
29221533,28221530
29221535,28221530
29221550,28221550
29221573,28221570
29221575,28221570
29221630,28221630
29221650,28221650
29221670,28221670
29221710,28221710
29221733,28221733
29221735,28221735
29221750,28221750
29221770,28221770
29221793,28221793
29221795,28221795
29221820,28221820
29221830,28221830
29221850,28221850
29221890,28221890
29221930,28221930
29221950,28221950
29221970,28221970
29222000,28222000
29229100,33202940
29229200,33121500
29231130,28251130
29231150,28251150
29231220,28251220
29231240,28251240
29231245,28251250
29231270,28251270
29231333,28251333
29231335,28251335
29231340,28251340
29231350,28251350
29231380,28251380
29231390,28251390
29231410,28251410
29231420,28251420
29231440,28251440
29231470,28251470
29232030,28252030
29232050,28252050
29232070,28252070
29233010,28253010
29233030,28253030
29233050,28253050
29233070,28253070
29233080,28253080
29239100,33202950
29239200,33121800
29241130,28291100
29241150,28291100
29241230,28291230
29241250,28291250
29241270,28291270
29241330,28291330
29241350,28291350
29242130,28292120
29242150,28292150
29242170,28292180
29242233,28293200
29242235,28293200
29242253,28293130
29242255,28293180
29242310,28293910
29242340,28293930
29242350,28293950
29242410,28292210
29242430,28292220
29242450,28292230
29242490,28292240
29242510,28292300
29243130,32501380
29243170,28294100
29243230,28294200
29243250,28294200
29243330,28294330
29243350,28294350
29244030,28296030
29244050,28296050
29244090,28296090
29245100,28298100
29245220,28298220
29245250,28298250
29245313,28298313
29245315,28298315
29245320,28298320
29245340,28298340
29245350,28298350
29245400,28298400
29246000,28295000
29247010,28298510
29247020,28298520
29249100,33202960
29249200,33121990
29311000,28301000
29312130,28302100
29312150,28302100
29312200,28302200
29312330,28302330
29312350,28302350
29312370,28302370
29312400,28302390
29319000,33122110
29321130,28303130
29321150,28303150
29321170,28303220
29321210,28303210
29321230,28303230
29321250,28303250
29321270,28303270
29321333,28303333
29321335,28303335
29321350,28303350
29321430,28303430
29321450,28303450
29321500,28303900
29322010,28304010
29322033,28304030
29322035,28304030
29322037,28304030
29322053,28304050
29322055,28304050
29322057,28304050
29322070,28304070
29323130,28305130
29323153,28305153
29323155,28305155
29323170,28305170
29323230,28305200
29323250,28305200
29323330,28305330
29323350,28305350
29323410,28305915
29323420,28305930
29323430,28305420
29323450,28305450
29323460,28305480
29323473,28305945
29323475,28305960
29323477,28305975
29323490,28305990
29324010,28306010
29324034,28306030
29324050,28306050
29324070,28306090
29325040,28307040
29326100,28308100
29326200,28308200
29326336,28308300
29326353,28308400
29326355,28308500
29326400,28932000
29326530,28308630
29326540,28308640
29326550,28308650
29327020,28309200
29327050,28309100
29327060,28309330
29327070,28309380
29329100,33203100
29329200,33122120
29411103,28241240
29411105,28241240
29411107,28241260
29411109,28241280
29411113,28241113
29411115,28241115
29411117,28241117
29411123,28241123
29411125,28241125
29411127,28241127
29411133,28241133
29411135,28241135
29411151,28241150
29411153,28241150
29411155,28241150
29411157,28241150
29411180,28241180
29411190,28241190
29411240,28242100
29411250,28242250
29421110,28411110
29421130,28411130
29421153,28411150
29421155,28411150
29421170,28411170
29421220,28411220
29421240,28411240
29421250,28411250
29421270,28411270
29422123,28412123
29422127,28412127
29422129,28412129
29422143,28412140
29422147,28412140
29422149,28412140
29422163,28412160
29422169,28412160
29422190,28412160
29422213,28412213
29422217,28412217
29422223,28412223
29422225,28412225
29422233,28412233
29422235,28412235
29422240,28412240
29422260,28412260
29422277,28412270
29422287,28412270
29422300,28412280
29423113,28412305
29423115,28412315
29423117,28412325
29423123,28412335
29423125,28412345
29423127,28412355
29423131,28412365
29423133,28412375
29423135,28412385
29423137,28412395
29423157,28412410
29423173,28412430
29423175,28412430
29423183,28412470
29423190,28412490
29423233,28413120
29423235,28413140
29423250,28413220
29423270,28413240
29423333,28413160
29423335,28413180
29423350,28413260
29423370,28413280
29423410,28413310
29423420,28413320
29423430,28413330
29423440,28413340
29423470,28413370
29423480,28413380
29423510,28413410
29423530,28413430
29423550,28413450
29423570,28413470
29424030,28414030
29424050,28414050
29429100,33203200
29429200,33122200
29431130,28491130
29431150,28491150
29431170,28491170
29431210,28491210
29431220,28491220
29431233,28491233
29431235,28491235
29431237,28491237
29431250,28491250
29431263,28491263
29431265,28491265
29431267,28491267
29431270,28491275
29431283,28491279
29431285,28491279
29431287,28491287
29432013,28297020
29432015,28297090
29432017,28297090
29432023,27903109
29432025,27903118
29432030,27903145
29432043,27903145
29432045,27903145
29432050,27903154
29432063,27903163
29432065,27903172
29432070,27903181
29432083,27903190
29432085,27903199
29433133,28492110
29433135,28492130
29433150,28492150
29433170,28492170
29433230,28492230
29433250,28492250
29433270,28492270
29433300,28492350
29433430,28492430
29433450,28492450
29433530,28298600
29433550,27903200
29439100,33202970
29439200,33122910
29511133,28911130
29511135,28911130
29511137,28911130
29511153,28911153
29511155,28911153
29511157,28911157
29511230,28911230
29511250,28911250
29511270,28911270
29519100,33203300
29519200,33122300
29521100,28921100
29521233,28921233
29521235,28921235
29521253,28921253
29521255,28921255
29522130,28922130
29522150,28922150
29522200,28922200
29522300,28922300
29522400,28922400
29522530,28922530
29522550,28922550
29522600,28922600
29522730,28922730
29522750,28922750
29522800,28922800
29523010,28923010
29523030,28923030
29523050,28923050
29523070,28923070
29523090,28923090
29524030,28924030
29524050,28924050
29524070,28924070
29524080,28993953
29525000,28925000
29526130,28926130
29526150,28926150
29526200,28926200
29529100,33203400
29529200,33122400
29531100,28931100
29531200,28931200
29531300,28931300
29531400,28931400
29531533,28931530
29531535,28931530
29531550,28931600
29531573,28931560
29531575,28931580
29531613,28931713
29531615,28931715
29531620,28931720
29531630,28931730
29531640,28931740
29531650,28931750
29531660,28931760
29531670,28931770
29531680,28931780
29531700,28931900
29532130,28309400
29532150,28933100
29532230,28933400
29532250,28933200
29532300,28933300
29539100,33203500
29539200,33122500
29541110,28941100
29541130,28941100
29541150,28941100
29541170,28941100
29541230,28941200
29541250,28941200
29541270,28941200
29541290,28941200
29541330,28941300
29541350,28941300
29541430,28941430
29541450,28941450
29541470,28941470
29541530,28941510
