UNU_Key,Year,Exp_kg,Exp_sup,Imp_kg,Imp_sup,Avg
0205,1996,1135400.0,641314,639700.0,392264,1.717432066084998
0205,1997,8106100.0,14026073,10574300.0,17605713,0.5905578648009315
0205,1998,8538400.0,14604267,11845000.0,19147920,0.6039134590004493
0205,1999,10830200.0,18654499,15020700.0,23478806,0.6135502543652818
0205,2000,13701800.0,21583961,16253400.0,26758872,0.6196409713928019
0205,2001,13622800.0,21614509,17717900.0,28792153,0.6217571002817048
0205,2002,16596700.0,26264247,20286000.0,33187058,0.6203850361232609
0205,2003,18083800.0,29006924,24691500.0,40725997,0.6134161510314475
0205,2004,19360100.0,32633442,26580300.0,43078857,0.60677592157121
0205,2005,19741400.0,31047964,27711700.0,38756860,0.6797968575925354
0205,2006,16029100.0,34524586,21912800.0,48036512,0.4595614753088676
0205,2007,15375300.0,33455230,20286000.0,43380338,0.4641248959075828
0205,2008,7314600.0,19708085,20879900.0,45855213,0.430034803923378
0205,2009,14774200.0,29553250,21330900.0,44837170,0.4853460969839934
0205,2010,18769842.0,39689464,25064115.0,50637103,0.4852831061319977
0205,2011,25399922.0,46703927,54145723.0,93385049,0.5678223031625272
0205,2012,32619757.0,48093695,55413609.0,100506817,0.5924163033839345
0205,2013,30039303.0,46120607,58217627.0,101969592,0.5959673941690091
0205,2014,32721725.0,47353743,61531096.0,100031660,0.6394990214872228
0205,2015,37018805.0,52429667,64359796.0,106767686,0.6368108457180189
0205,2016,41594473.0,63066778,71046568.0,125683355,0.5967733066445045
0205,2017,44361662.0,69462776,76135733.0,136801439,0.5841895308888165
0205,2018,45468288.0,79753936,76985033.0,136744847,0.565607433460723
0301,1993,4691300.0,17821486,12584500.0,63955018,0.21125627967661714
0301,1994,5882300.0,23440116,12646400.0,67921756,0.20280560801118436
0301,1995,7480700.0,57594374,15706600.0,141387722,0.11652957962609863
0301,1996,1920100.0,2745739,4968700.0,9878636,0.5456745383434823
0301,1997,1712000.0,2675829,4852800.0,9630077,0.5334674261285597
