PCC,Average,Year
29102450,1130.9276909694195,
29103000,4801.914357682619,
29104110,1935.9098939929331,
29104130,6354.950796107916,
29104140,9531.289595836675,
29104200,1947.4026627218932,
29104300,7645.169162995595,
29104400,1544.3239436619715,
29105100,23484.761261261257,
29105200,294.72838817624086,
29105930,10109.884084636617,
29105950,13370.030303030306,
29105990,13384.090909090908,
29122110,37.325167231343926,
29122130,3.785917404850923,
29122150,0.1875312323819186,
29122170,1.2326382674125984,
29122190,422.2953216374269,
29122230,1.6879902296747105,
29122250,7.778389010801689,
29122270,3.9978126224551263,
29122290,4.183975794761077,
29122333,3.814713118868042,
29122335,3.4964980089363156,
29122353,3.226933711899618,
29122355,2.5331355730716982,
29122373,34.88774785913816,
29122375,4.153668362221237,
29122413,8.59711166829076,
29122415,16.463261513736125,
29122417,3.761680694545696,
29122420,1.088971608121537,
29122430,16.527278961233733,
29122451,8.474908772721841,
29122453,15.356000294100241,
29122455,13.532125389061804,
29122460,20.609883125876465,
29122471,15.177842131186289,
29122475,18.682840346531442,
29122480,6.060068922339293,
29123130,8.483165111275605,
29123150,14.90671895281238,
29123170,5.031699296636604,
29123200,0.45183760073804613,
29123333,7.917148841832441,
29123335,11.268737587067807,
29123337,7.407635036663977,
29123430,32.550043516100956,
29123450,150.37468776019986,
29123530,5.6421639641048,
29123550,22.438322847287843,
29123630,14.985502095644108,
29123650,24.422594937634344,
29123670,22.576214677875903,
29123690,150.73089700996678,
29123730,19.978651485500798,
29123753,350.23395364221415,
29123755,20.33958566193872,
29123800,5.114702974343361,
29221130,37.197429400164715,
29221330,421.9444444444445,
29221350,13.535204236070637,
29221370,4.177541549588987,
29221460,1501.740203462676,
29221513,1722.3860589812332,
29221515,681.2226807896395,
29221550,86.11366464781523,
29221573,401.5068932350112,
29221575,266.88697609634414,
29231333,114.5712782745923,
29231335,121.83300048577752,
29242233,0.8757799625988261,
29242235,1.790706816258258,
29243330,85.47910941774198,
29243350,34.62854255903743,
29246000,66.61138750690989,
29311000,88.04696249951725,
29321170,949.9538114634856,
29321210,96.95817490494295,
29321230,576.6025075048561,
29321250,47.48942714340638,
29321270,127.52293577981649,
29321430,53.01724137931034,
29321450,118.70380898237634,
29322010,13.443964390071244,
29322033,190.4295154185022,
29322035,32.306948160384984,
29322037,26.734304137218622,
29322053,250.78371503742608,
29322055,43.75,
29322057,24.60072402044293,
29322070,10.338207682831738,
29323130,71.18973404039996,
29323170,92.3913043478261,
29323410,7597.925311203319,
29323420,969.2652329749104,
29323430,1405.0,
29323450,6214.981051634297,
29323460,917.8571428571429,
29323473,768.8841201716738,
29323475,6372.4795640326965,
29405213,3.3151283481244427,
29405215,5.790063845133816,
29405217,3.6643338577694533,
29405223,4.748284294521508,
29405225,5.953346839785633,
29405227,3.747773063942728,
29405251,3.4275854479270764,
29405253,3.5229454741880666,
29405255,2.736748525908244,
29405257,3.7166562783177737,
29405270,3.358020422102157,
29411113,3.3594644325552405,
29411115,5.230693270397361,
29411117,3.674604121312501,
29411123,5.161421094456562,
29411125,5.571103671353348,
29411127,3.5658855949948727,
29411151,3.3911809465098277,
29411153,3.5308493364319276,
29411155,2.6597906587111,
29411157,3.7232800432393844,
29411180,3.3038285556666467,
29522130,15456.986965747195,
29522150,8670.471014492754,
29523010,2186.8666459434257,
29523030,130.04662298387098,
29523050,161.1065361887134,
29525000,4320.576131687243,
29542230,281.727913415555,
29545000,8.205725230257906,
29561499,20.706970425331797,
29562100,22.161067046224126,
29562584,30.807453416149073,
29711110,61.58141120867606,
29711133,43.72150645826301,
29711135,40.69298952457695,
29711150,44.5694603239433,
29711170,46.00763867286307,
29711200,45.91878368496977,
29711210,49.89274751863594,
29711330,67.26754385964911,
29711350,56.18622448979592,
29711400,1.273148148148148,
29711550,9.579964635170409,
29712123,4.853471317115584,
29712125,5.285760399550639,
29712170,1.8496880171791368,
29712250,0.5477362721681698,
29712350,2.791622845123234,
29712430,2.0419818032720385,
29712450,1.7355026320994682,
29712493,3.382407807656228,
29712497,1.4506838950468288,
29712530,7.168674698795182,
29712630,15.803556010734038,
29712653,12.249112054885044,
29712655,5.016167089050074,
29712657,2.9285318702906364,
29712690,4.307488402915839,
29712700,14.715238682810213,
29712810,40.88263361580167,
29712850,3.531294975648098,
29712870,34.397383229213816,
29712890,8.0658652743487,
299900Z0,0.7060401986128904,
299900Z1,1.1569343065693432,
30011200,3.2399928199605097,
30011320,0.22402778399949663,
30011350,7.923064677691963,
30011370,1.4547356083610372,
30011390,1.7282590324170095,
30012200,249.32546629376526,
30021200,3.9819982912223897,
30021300,5.667907215736607,
30021400,6.1089320118219295,
30021500,5.6218071451754525,
30021640,13.834144472027695,
30021650,0.8157859171456392,
30021670,4.738060742829999,
30911300,27.31138628813048,
31103250,365.5422647527911,
31501250,0.019845574670321435,
31501293,0.04078910454718244,
31501295,0.02838514955670638,
31501510,0.1412418597977047,
31501530,0.08838738178649261,
31501559,0.05227118476682227,
31501570,0.1263374579048388,
31621153,0.19927143736634767,
31621157,0.3754475011997238,
32201160,0.6692145064967814,
32201290,0.5520588759971441,
32201400,7.9959791863765375,
32202020,0.8894794828781987,
32202025,0.3249657929631911,
32301155,1.4518765273172476,
32301159,0.3904949117776213,
32301175,2.8201417811609604,
32301177,0.7044247090088467,
32301179,3.228997974573998,
32301270,1.8292708679197573,
32302020,4.705059577920368,
32302030,6.744430445238754,
32302083,2.436184683188082,
32302085,2.4380274045952772,
32303135,4.352662175491616,
32303139,3.0434782608695654,
32303150,0.7041858553992879,
32303175,0.3364842657105217,
32303179,0.8153433822214559,
32303230,0.29425346079404224,
32303250,0.835789713150831,
32303275,0.6290559160476619,
32303279,1.6057312252964426,
32303290,0.3915172405391345,
32303335,0.8236836039737707,
32303339,2.6583372583923253,
32303350,1.8452066173421142,
32303370,3.840618197998132,
32304235,1.553319285241356,
32304237,2.41676853415719,
32304370,2.0586980501512206,
32304450,0.2032402021636261,
32304490,0.7179654305187553,
33101833,0.05290253497314573,
33205135,0.07636122638838466,
33205235,1.5333601462440432,
33205239,0.4932974010155167,
33205271,0.12087032414516052,
33205313,1.4015379896127524,
33206370,1.3765128078208142,
33206530,10.405362776025237,
33207015,0.23725553799585267,
33403530,18.36788274656255,
33403615,0.5085586254076613,
33501113,0.12068185246643535,
33501117,0.10865451986933122,
33501119,0.14830882348715962,
33501150,0.1201515758341292,
33501213,0.08114712475659347,
33501215,0.06994423112373688,
33501217,0.08294113108556439,
33501230,0.11956569158888092,
33501250,0.07148486903605404,
33501413,0.20174708945750752,
33501419,0.24091108190976784,
33501433,0.17519549048017138,
33501443,0.5508431944648675,
33501460,0.3200319655013834,
33501570,0.20540502336758226,
33502133,0.014266011631044084,
33502135,0.021241901525043582,
33502137,0.025674663648808712,
33502970,0.1794976025973221,
34103033,2089.090909090909,
34103035,9639.794168096056,
34103053,1785.9154929577467,
34103055,4841.666666666666,
34103059,3857.608695652174,
34104110,1783.5849145436373,
34104130,5338.983050847458,
34104140,8646.221434884885,
34104230,1399.2997728993187,
34104250,6000.0,
34104290,2727.3368211260586,
34104400,6984.155377162947,
34104500,1000.3308406979379,
34105200,21776.00545330607,
34105300,305.14976958525347,
34105410,12050.0,
34105430,8253.850354997268,
34105450,11581.140350877191,
34105490,18694.44444444444,
35411300,42.34234234234234,
36301430,0.21149778888675252,
36301510,8.24846376227864,
36301533,36.229650558052455,
36301537,8.481641814975147,
36301550,4.488778054862842,
27202300,0.06450082848407548,2012.0
27202300,0.0604231977049884,2013.0
27202300,0.05035986936529015,2014.0
27202300,0.06007665433696423,2015.0
27202300,0.06009208850543131,2016.0
27202300,0.05641590527385749,2017.0
27202300,0.048896782593315036,2018.0
27511530,2.0005558770857674,2008.0
27511530,2.0024605177951473,2009.0
27511530,2.349190003783494,2010.0
27511530,2.21909798385368,2011.0
27511530,2.2234414102176485,2012.0
27511530,2.3849064470290875,2013.0
27511530,2.2131528687814743,2014.0
27511530,2.244198819912576,2015.0
27511530,2.1529236753307703,2016.0
27511530,2.1330703314930206,2017.0
27511530,2.1567630709666266,2018.0
27512200,0.3406184766160362,2008.0
27512200,0.3985456430299712,2009.0
27512200,0.4334505305977672,2010.0
27512200,0.4087503621570523,2011.0
27512200,0.3894421614087582,2012.0
27512200,0.3728056240025863,2013.0
27512200,0.3586175029370832,2014.0
27512200,0.3552143967133767,2015.0
27512200,0.36133608113740145,2016.0
27512200,0.3595367380590089,2017.0
27512200,0.3497888156724231,2018.0
29102100,649.4765483518061,2008.0
29102100,952.2316217600663,2009.0
29102100,930.3166384921914,2010.0
29102100,1001.574524076326,2011.0
29102100,994.3222496109262,2012.0
29102100,1064.5438069000697,2013.0
29102100,1090.0132877752467,2014.0
29102100,1096.4265865677658,2015.0
29102100,1102.1844239985194,2016.0
29102100,1151.7198596180438,2017.0
29102100,1172.1537773371883,2018.0
29102230,1424.11823917962,2008.0
29102230,1476.5172507777065,2009.0
29102230,1559.5914707108577,2010.0
29102230,1574.4643380915231,2011.0
29102230,1574.2676270486343,2012.0
29102230,1563.5584432946366,2013.0
29102230,1732.4738606440103,2014.0
29102230,1605.0045630281234,2015.0
29102230,1646.5029347079817,2016.0
29102230,1716.9041068077554,2017.0
29102230,1731.6998491687505,2018.0
29102250,1706.785411365564,2008.0
29102250,1486.4990999399959,2009.0
29102250,1965.2255089058526,2010.0
29102250,1774.2795477903394,2011.0
29102250,2007.9898477157358,2012.0
29102250,2083.4545454545455,2013.0
29102250,1837.9968602825745,2014.0
29102250,2169.996939556236,2015.0
29102250,2128.6926105793955,2016.0
29102250,2211.0046080339616,2017.0
29102250,2289.488372093023,2018.0
29102310,1156.2468003605236,2008.0
29102310,1168.1228274382179,2009.0
29102310,1197.909426273599,2010.0
29102310,1211.9485817986836,2011.0
29102310,1190.898576186576,2012.0
29102310,1188.8888198272175,2013.0
29102310,1215.2831860153526,2014.0
29102310,1259.8099790806418,2015.0
29102310,1285.6429764479824,2016.0
29102310,1322.4673015094772,2017.0
29102310,1352.1321032377252,2018.0
29102330,1469.5874142104058,2008.0
29102330,1460.380977256083,2009.0
29102330,1491.5511163057042,2010.0
29102330,1512.7949172994831,2011.0
29102330,1531.51633958151,2012.0
29102330,1523.9784844664432,2013.0
29102330,1524.359112362898,2014.0
29102330,1555.787984638047,2015.0
29102330,1581.4358069388377,2016.0
29102330,1608.6975171182903,2017.0
29102330,1638.54889699601,2018.0
29102340,1947.6249663206784,2008.0
29102340,1995.4416863518513,2009.0
29102340,2033.170690699152,2010.0
29102340,2048.4225230913003,2011.0
29102340,2076.5850191063973,2012.0
29102340,2072.8537291307857,2013.0
29102340,2161.093744842866,2014.0
29102340,2170.444507148232,2015.0
29102340,2140.947772958726,2016.0
29102340,2127.980533534044,2017.0
29102340,2100.92106186968,2018.0
29102353,1943.9232409381661,2008.0
29102353,1965.9151748368745,2009.0
29102353,2443.865671641791,2010.0
29102353,2601.207784575525,2011.0
29102353,2641.5689513766847,2012.0
29102353,2651.884337349398,2013.0
29102353,2651.903361344537,2014.0
29102353,2623.8214285714284,2015.0
29102353,2692.9099756691,2016.0
29102353,2723.5854973972528,2017.0
29102353,2659.624566273421,2018.0
29102355,2733.083174782139,2008.0
29102355,2762.5,2009.0
29102355,2861.856524184477,2010.0
29102355,2951.555555555556,2011.0
29102355,3147.344714345288,2012.0
29102355,3025.5,2013.0
29102355,2975.8209503806775,2014.0
29102355,3089.5880699501363,2015.0
29102355,3114.4455162558056,2016.0
29102355,3075.0,2017.0
29102355,2889.0170236267795,2018.0
29102490,1245.434554973822,2017.0
29102490,1312.6703807059873,2018.0
29711530,2.004241170183065,2006.0
29711530,2.2074477045004177,2007.0
29712230,0.34163138460872106,1993.0
29712230,0.3044430162044368,1994.0
29712230,0.34240752305133787,1995.0
29712230,0.3559883188785249,1996.0
29712230,0.33572647760494506,1997.0
29712230,0.35894941781863876,1998.0
29712230,0.345592287500737,1999.0
29712230,0.3610517160149313,2000.0
29712230,0.4045782521991131,2001.0
29712230,0.39972932014717455,2002.0
29712230,0.42069441744700686,2003.0
29712230,0.41476647187187027,2004.0
29712230,0.4217056831190703,2005.0
29712230,0.3520883752703653,2006.0
29712230,0.3576846286814176,2007.0
34102133,736.058652134031,1993.0
34102133,728.4132738036923,1994.0
34102133,706.6242370711124,1995.0
34102133,744.6691729868094,1996.0
34102133,805.358348556352,1997.0
34102133,846.5658954584404,1998.0
34102133,822.3354991350664,1999.0
34102133,826.086537499485,2000.0
34102133,825.914680535557,2001.0
34102133,830.0205995432366,2002.0
34102133,729.0745595675002,2003.0
34102133,685.407606261356,2004.0
34102133,611.2639218785557,2005.0
34102133,419.1155509084049,2006.0
34102133,409.776853564384,2007.0
34102136,1008.3415771730373,2000.0
34102136,1000.2970278827038,2001.0
34102136,1009.4610653191327,2002.0
34102136,1034.6003028360728,2003.0
34102136,1042.5015696316589,2004.0
34102136,1071.2714545306778,2005.0
34102136,1069.0327311487722,2006.0
34102136,1096.0034684350944,2007.0
34102230,1358.6573019574248,1993.0
34102230,1227.2394278411864,1994.0
34102230,1238.8720556638907,1995.0
34102230,1458.4954305681904,1996.0
34102230,1405.5843554975781,1997.0
34102230,1457.5548195343881,1998.0
34102230,1445.6635069532983,1999.0
34102230,1468.2122930308024,2000.0
34102230,1528.1332072306918,2001.0
34102230,1417.6007073079538,2002.0
34102230,1478.1802188988727,2003.0
34102230,1528.8245092898796,2004.0
34102230,1540.6436443019156,2005.0
34102230,1349.8749638040463,2006.0
34102230,1364.4273399817394,2007.0
34102250,1176.0,1993.0
34102250,1313.482679027618,1994.0
34102250,1441.8461538461538,1995.0
34102250,1684.1567986933442,1996.0
34102250,2035.0,1997.0
34102250,1970.212765957447,1998.0
34102250,1595.0,1999.0
34102250,1704.4117647058827,2000.0
34102250,1956.5331047206976,2001.0
34102250,1849.57345971564,2002.0
34102250,2098.6080586080584,2003.0
34102250,1800.0,2004.0
34102250,2332.630076142132,2005.0
34102250,1646.0,2006.0
34102250,1526.5625,2007.0
34102310,832.564446401409,1993.0
34102310,820.6904724747737,1994.0
34102310,889.441733632901,1995.0
34102310,911.7503343751943,1996.0
34102310,929.802036199095,1997.0
34102310,853.3142438364378,1998.0
34102310,881.1037634332401,1999.0
34102310,944.9438202247189,2000.0
34102310,951.8510463172488,2001.0
34102310,1021.064406197476,2002.0
34102310,1046.335865993616,2003.0
34102310,1076.1363379568738,2004.0
34102310,1110.9082761825084,2005.0
34102310,1092.4204425936102,2006.0
34102310,1086.5576298636952,2007.0
34102330,1154.8507819666506,1993.0
34102330,1171.0236500203005,1994.0
34102330,1195.3493278584076,1995.0
34102330,1209.8263106098593,1996.0
34102330,1266.9605276552697,1997.0
34102330,1329.4382093564996,1998.0
34102330,1288.4332980812812,1999.0
34102330,1322.1314532975232,2000.0
34102330,1348.6703960761056,2001.0
34102330,1346.3154781776002,2002.0
34102330,1393.6683732339866,2003.0
34102330,1409.2781942940035,2004.0
34102330,1460.9847338152688,2005.0
34102330,1421.6224178457114,2006.0
34102330,1468.1558543409983,2007.0
34102340,1760.5049316296795,1993.0
34102340,1803.903743315508,1994.0
34102340,1841.5850798778397,1995.0
34102340,1781.7341905141443,1996.0
34102340,1754.2270373918195,1997.0
34102340,1820.0473838522844,1998.0
34102340,1825.4088050314465,1999.0
34102340,1841.145010024898,2000.0
34102340,1828.761329305136,2001.0
34102340,1867.8606965174126,2002.0
34102340,1887.813774692719,2003.0
34102340,1902.4181353260808,2004.0
34102340,1968.1004133261333,2005.0
34102340,1961.9477503446742,2006.0
34102340,1960.1782920182345,2007.0
34102353,2042.3423423423426,1993.0
34102353,2254.816498561287,1994.0
34102353,2272.549019607843,1995.0
34102353,2327.7229377458043,1996.0
34102353,2356.7010309278353,1997.0
34102353,2502.6666666666665,1998.0
34102353,2169.6361355081563,1999.0
34102353,2344.2844284428447,2000.0
34102353,2241.1353836285234,2001.0
34102353,2292.0096852300244,2002.0
34102353,2328.1621411250485,2003.0
34102353,2311.7647058823527,2004.0
34102353,2410.709570187205,2005.0
34102353,1962.970106075217,2006.0
34102353,1536.302294197031,2007.0
34102355,2171.8063717909063,1993.0
34102355,1891.0569105691056,1994.0
34102355,1898.8095238095239,1995.0
34102355,2455.263157894737,1996.0
34102355,2732.692307692308,1997.0
34102355,2709.5238095238096,1998.0
34102355,2572.8221178925405,1999.0
34102355,2650.0,2000.0
34102355,2746.875,2001.0
34102355,2758.0706272278303,2002.0
34102355,2789.6833383291223,2003.0
34102355,2742.260590242923,2004.0
34102355,2774.476630460211,2005.0
34102355,2550.793650793651,2006.0
34102355,2579.1666666666665,2007.0
