PCC,Average,Year
26122000,0.8127901311170482,
26201100,2.0983120143122074,
26201300,5.867129349593213,
26201400,8.485110898072666,
26201500,6.376043752098552,
26201640,8.982493061039925,
26201650,0.6942292192511553,
26201660,0.459561813317189,
26201700,4.769679346491193,
26201800,12.869394209128803,
26202100,0.6063060131664757,
26203000,0.7932956495674857,
26301100,0.8824869733056295,
26301300,0.665170661935963,
26302100,0.55686414357176,
26302200,0.2938835185966534,
26302310,6.008972630721989,
26302330,1.3719908976554254,
26302340,0.4601449492270612,
26302370,1.0,
26305020,0.15027901661275853,
26305080,0.31994651918824063,
26401100,1.611875635815185,
26401250,2.981733599873027,
26401270,1.4813376512401404,
26401290,1.0101311225523384,
26402090,9.202283930412984,
26403100,1.5637982195845697,
26403200,0.6908258002331626,
26403300,1.3084433863625395,
26403400,4.637672090112641,
26403420,4.7267355982274735,
26403440,6.439148862826762,
26403460,4.939022581856772,
26403480,3.501363884342608,
26404235,1.207465914778394,
26404237,3.20051616630857,
26404359,3.7833095061760558,
26404370,2.928183347153415,
26404400,0.7390162613338784,
26515135,0.10828757672343431,
26515235,2.4805594596770626,
26515239,0.630018215572965,
26515271,0.12222644746184286,
26515313,0.5807898084695735,
26516370,0.9715791051822917,
26517015,0.21838598049713087,
26521100,0.1674626919569908,
26521200,0.11925148414434902,
26521400,0.3608566755648778,
26522100,0.03853564547206165,
26522110,0.05944365626866821,
26522200,0.10026944335983207,
26522470,0.17632526186814537,
26522870,0.1758398420753734,
26601433,0.08055248462358619,
26701300,0.6933405741887682,
26701500,1.3350877192982455,
26701600,10.52913280601004,
26701650,5.742407193848251,
26701910,1.1762990331574967,
269900Z0,0.7895675684674948,
269900Z4,0.6631318604201046,
27401293,0.045437146657340576,
27401295,0.030797503632234317,
27401510,0.13097292458062548,
27401530,0.0896184181500268,
27401550,0.09750090982742052,
27401570,0.18196896683711025,
27403090,0.07530715598921589,
27511110,64.68367276579889,
27511133,39.05985607306734,
27511135,43.72123604709752,
27511150,50.0719806120763,
27511170,53.097719229248625,
27511200,40.23925167052481,
27511300,62.54445980225604,
27511400,1.2126437328962345,
27511580,9.402423177529966,
27512123,5.010305737901938,
27512125,6.985433973807566,
27512170,1.97108904508524,
27512200,0.4143568878365995,
27512310,0.7314082254918277,
27512350,3.1366252622415303,
27512370,1.7115890263650753,
27512410,5.243248844877567,
27512430,2.776553803627085,
27512450,1.6089275089179627,
27512490,2.690071376330536,
27512530,6.407545129453884,
27512560,5.8122851680374445,
27512630,9.996285200714366,
27512650,4.50038636906274,
27512690,3.6221981759691797,
27512700,12.571560979804742,
27512810,38.86683909832101,
27512830,6.935861239969183,
27512850,3.543195222361936,
27512870,33.36283104517701,
27512890,7.6614367124437885,
28112400,1774.4688813745202,
28121320,16.076136467852244,
28121350,5.407054276249413,
28121380,4.378469853248733,
28131105,27.947208429065704,
28131125,4.281642614681919,
28131145,0.08303130768767321,
28131165,1.4279674960374904,
28131185,1122.8997960224374,
28131220,1.8596149511904074,
28131250,5.324997187855629,
28131280,5.892254491462455,
28131320,4.248895084058773,
28131340,2.5629538461538464,
28131360,53.46457742764562,
28131380,6.737345932572348,
28131413,9.692371650799618,
28131415,15.211968569137191,
28131417,3.5911863677965874,
28131420,1.1574943418375403,
28131430,14.96268656716418,
28131451,14.447665180126265,
28131453,19.995988622764777,
28131455,40.384444444444455,
28131460,36.11706471829663,
28131471,16.399454548623222,
28131475,19.721373344386315,
28131480,4.187154020557363,
28132170,12.398097826086955,
28132190,3.764774202363872,
28132200,0.4825545734617013,
28132300,9.531516954483969,
28132400,50.68718194914091,
28132530,8.249964923981292,
28132550,16.184685505410357,
28132630,12.939500815989478,
28132650,46.64506814506814,
28132670,13.653107803464767,
28132690,432.2628483532393,
28132730,14.328430668660548,
28132753,401.4453509786848,
28132755,131.41808596918085,
28132800,5.0362834860361625,
28221130,67.34250453472133,
28221330,491.6766610075579,
28221350,15.228204110936744,
28221370,7.544153950847778,
28221460,1610.0607553366176,
28221513,1933.2505546655584,
28221515,711.6016096423305,
28221550,90.60733549865952,
28221570,300.8733247471139,
28231000,1.17337972565366,
28231100,4.467005076142132,
28231200,0.24298652529268835,
28231300,3.083722801409152,
28232100,47.362760777306235,
28232110,13.295228330461162,
28232200,101.83469199107523,
28232300,6.272647667896376,
28241113,3.206912280838936,
28241115,5.363517074779288,
28241117,3.427440823613135,
28241120,2.346124083775198,
28241123,5.434000011384368,
28241125,5.540287766279049,
28241127,3.300996181695096,
28241150,3.2391770793972867,
28241180,3.3206376921400054,
28241185,3.408415649867285,
28251333,119.89694018181112,
28251335,101.63799653710092,
28251360,66.05046778918364,
28293200,1.1454971321437282,
28294330,92.4557710501419,
28294350,42.29441894312584,
28295000,68.25416237713928,
28301000,114.0416658168232,
28302110,954.3127333056824,
28302210,3472.3703703703704,
28302300,5286.954545454546,
28303140,589.9586983729662,
28303210,71.19144984313786,
28303220,1370.2851772765694,
28303230,864.5735294117646,
28303250,46.08055657775592,
28303270,187.41542381912373,
28303300,721.9421153846154,
28303430,70.04003613248187,
28303450,346.2936046511628,
28304010,12.696170567411391,
28304030,33.331329999064195,
28304050,47.60247898735636,
28304070,10.192010371167152,
28305130,107.19825046040516,
28305150,537.2248110650228,
28305170,154.71317829457362,
28305200,530.9844221543829,
28305340,2097.009028458272,
28305420,1267.1245562586819,
28305450,15521.958666666667,
28305480,1066.3606505102043,
28305915,10963.703283877607,
28305930,1221.1,
28305945,848.3478494623656,
28305960,9381.183795427698,
28305970,733.3113259145507,
283099Z0,5286.954545454546,
28922130,16220.031718813205,
28922150,8475.059154232375,
28922210,8418.77536231884,
28922310,3825.413793103448,
28922430,9288.3,
28922450,9112.636403174947,
28922500,11641.065494880548,
28922630,7402.708317090602,
28922810,5778.622361991049,
28923010,2903.75,
28923030,118.23329949952327,
28923050,128.94600704958876,
28925000,7579.475606150207,
28942130,48.1136771852426,
28942230,164.84971981660723,
28942300,28.22304265369248,
28944000,6.637991477688436,
28991490,73.22764227642277,
29102410,1510.037037037037,
29102430,1800.7483277591973,
